"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","Department.accounting","Department.hr","Department.IT","Department.management","Department.marketing","Department.product_mng","Department.RandD","Department.sales","Department.support","Department.technical","salary"
"1422",0.86,0.93,0.714285714285714,0.77741935483871,0.5,1,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"3108",0.74,0.96,0.571428571428571,0.496774193548387,0.4,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"13397",0.57,0.46,0.285714285714286,0.32258064516129,0.6,1,"0",1,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"14775",0.1,0.77,1,0.938709677419355,0.4,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"3974",0.94,0.8,0.571428571428571,0.767741935483871,0.3,1,"0",0,0,0,0,1,0,0,0,0,0,0,0.666666666666667
"5306",0.26,0.51,0.285714285714286,0.916129032258065,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"11315",0.66,0.59,0.571428571428571,0.57741935483871,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"14504",0.41,0.49,0.285714285714286,0.470967741935484,0.3,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"13258",0.95,0.9,0.428571428571429,0.5,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"6453",0.65,0.9,0.428571428571429,0.645161290322581,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,1
"843",0.1,0.85,0.857142857142857,0.819354838709677,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"936",0.44,0.49,0.285714285714286,0.419354838709677,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"7105",0.92,0.78,0.428571428571429,0.625806451612903,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"5400",0.84,0.53,0.714285714285714,0.612903225806452,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"13122",0.51,0.5,0.571428571428571,0.419354838709677,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"1366",0.1,0.83,0.857142857142857,0.945161290322581,0.4,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"13409",0.5,0.48,0.571428571428571,0.419354838709677,1,0,"0",0,0,0,0,0,0,0,0,1,0,0,1
"645",0.58,0.62,0.571428571428571,0.767741935483871,0.3,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"9117",0.88,0.58,0.714285714285714,0.687096774193548,0.4,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667
"9690",0.69,0.91,0.857142857142857,0.796774193548387,0.6,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"497",0.1,0.82,0.857142857142857,0.787096774193548,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"741",0.1,0.89,1,0.938709677419355,0.4,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"7768",0.68,0.65,0.571428571428571,0.432258064516129,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"11424",0.53,0.53,0.571428571428571,0.829032258064516,0.2,0,"0",0,0,0,0,1,0,0,0,0,0,0,1
"12660",0.77,0.91,0.714285714285714,0.712903225806452,0.6,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"13155",0.91,0.74,0.428571428571429,0.483870967741935,0.2,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667
"1310",0.56,0.75,0.714285714285714,0.761290322580645,0.2,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"9220",0.24,0.6,0.285714285714286,0.625806451612903,0.6,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"329",0.1,0.85,0.857142857142857,0.858064516129032,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"7728",0.61,0.47,0.285714285714286,0.480645161290323,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"1375",0.78,0.81,0.571428571428571,0.816129032258065,0.5,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333
"5126",0.98,0.99,0.428571428571429,0.816129032258065,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"4228",0.67,0.67,0.428571428571429,0.590322580645161,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667
"3493",0.52,0.49,0.571428571428571,0.803225806451613,0.4,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"12617",0.39,0.49,0.285714285714286,0.464516129032258,0.3,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"13882",0.5,0.91,0.571428571428571,0.464516129032258,0.8,0,"0",0,0,0,0,1,0,0,0,0,0,0,0.666666666666667
"707",0.79,0.93,0.571428571428571,0.729032258064516,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"2502",0.64,0.69,0.428571428571429,0.667741935483871,0.2,1,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"12370",0.1,0.82,0.857142857142857,0.858064516129032,0.4,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"7640",0.58,0.92,0.428571428571429,0.748387096774194,0.5,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"5444",0.62,0.74,0.571428571428571,0.558064516129032,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"1306",0.62,0.77,0.714285714285714,0.732258064516129,0.4,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333
"6462",0.77,0.85,0.428571428571429,0.438709677419355,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"1689",0.41,0.48,0.285714285714286,0.5,0.3,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333
"8084",0.58,0.53,0.428571428571429,0.925806451612903,0.5,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"13800",0.66,0.9,0.571428571428571,0.570967741935484,0.7,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"3556",0.72,0.72,0.714285714285714,0.625806451612903,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"14134",0.92,0.44,0.428571428571429,0.838709677419355,0.8,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"9912",0.96,0.58,0.714285714285714,0.635483870967742,0.4,1,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"6063",0.96,0.8,0.571428571428571,0.467741935483871,0.2,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667
"14873",0.39,0.46,0.285714285714286,0.438709677419355,0.3,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"13419",0.49,0.65,0.571428571428571,0.751612903225806,0.7,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"10105",0.73,0.55,0.428571428571429,0.664516129032258,0.4,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"6097",0.93,0.73,0.571428571428571,0.541935483870968,0.2,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667
"3201",0.57,0.73,0.428571428571429,0.470967741935484,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,1
"7763",0.82,0.87,0.714285714285714,0.880645161290323,0.6,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"2527",0.62,0.49,0.571428571428571,0.703225806451613,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"11655",0.87,0.73,0.714285714285714,0.593548387096774,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"1982",0.76,1,0.571428571428571,0.709677419354839,0.6,0,"1",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"5829",0.91,0.62,0.571428571428571,0.509677419354839,0.3,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"11447",0.31,0.7,0.428571428571429,0.425806451612903,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"2968",0.58,0.8,0.714285714285714,0.603225806451613,0.3,1,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"8803",0.77,0.59,0.571428571428571,0.493548387096774,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"2778",0.89,0.95,0.571428571428571,0.454838709677419,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"10390",0.5,0.76,0.428571428571429,0.561290322580645,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"47",0.4,0.55,0.285714285714286,0.474193548387097,0.3,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"8010",0.48,0.55,0.571428571428571,0.845161290322581,0.3,1,"0",0,0,0,0,0,0,0,1,0,0,0,1
"11912",0.64,0.64,0.285714285714286,0.612903225806452,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"3449",0.9,0.99,0.571428571428571,0.612903225806452,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"11931",0.97,0.92,0.857142857142857,0.441935483870968,0.8,1,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"11608",0.77,0.68,0.428571428571429,0.690322580645161,0.8,1,"0",0,0,0,0,1,0,0,0,0,0,0,1
"14486",0.11,0.9,0.857142857142857,0.819354838709677,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"5607",0.66,0.92,0.571428571428571,0.770967741935484,0.3,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667
"11676",0.17,0.61,0.857142857142857,0.496774193548387,1,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"12916",0.54,0.41,0.428571428571429,0.564516129032258,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"6009",0.65,0.85,0.428571428571429,0.687096774193548,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"8936",0.87,0.78,0.571428571428571,0.458064516129032,0.3,0,"0",0,0,0,0,1,0,0,0,0,0,0,0.666666666666667
"8776",0.78,0.59,0.571428571428571,0.4,0.3,1,"0",0,0,0,0,0,0,0,1,0,0,0,1
"3673",0.3,0.71,0.428571428571429,0.5,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"2719",0.56,0.75,0.714285714285714,0.461290322580645,0.5,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"4246",0.91,0.97,0.571428571428571,0.590322580645161,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"578",0.57,0.72,0.571428571428571,0.887096774193548,0.6,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"7508",0.29,0.38,0.857142857142857,0.338709677419355,0.5,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"14903",0.45,0.46,0.285714285714286,0.512903225806452,0.3,0,"1",0,0,1,0,0,0,0,0,0,0,0,1
"6184",0.74,0.62,0.428571428571429,0.696774193548387,0.3,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"8408",0.75,0.69,0.428571428571429,0.780645161290323,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,1
"564",0.1,0.77,1,0.938709677419355,0.4,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"10491",0.5,0.7,0.571428571428571,0.435483870967742,0.3,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"4916",0.65,0.78,0.571428571428571,0.767741935483871,0.5,1,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"12306",0.45,0.47,0.285714285714286,0.435483870967742,0.3,0,"1",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"4798",0.91,0.63,0.571428571428571,0.729032258064516,0.3,1,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"8435",0.58,0.45,0.428571428571429,0.42258064516129,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"12104",0.09,0.94,1,0.861290322580645,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"13104",0.64,0.91,0.428571428571429,0.532258064516129,0.3,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"14444",0.11,0.83,0.857142857142857,0.787096774193548,0.4,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"9996",0.93,0.79,0.714285714285714,0.77741935483871,0.4,0,"0",0,0,0,0,0,1,0,0,0,0,0,1
"5378",0.89,0.95,0.714285714285714,0.654838709677419,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"6072",0.64,0.85,0.428571428571429,0.687096774193548,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"11278",0.57,0.7,0.571428571428571,0.764516129032258,0.6,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"12845",0.19,0.63,0.857142857142857,0.77741935483871,0.6,0,"0",0,0,0,0,0,0,0,0,1,0,0,1
"11908",0.66,0.96,0.428571428571429,0.783870967741935,0.3,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"1801",0.09,0.78,0.857142857142857,0.848387096774194,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"7366",0.84,0.53,0.571428571428571,0.664516129032258,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"4531",0.52,0.97,0.428571428571429,0.596774193548387,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"1637",0.36,0.49,0.285714285714286,0.429032258064516,0.3,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667
"10269",0.67,0.68,0.571428571428571,0.819354838709677,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"11544",0.96,0.48,0.571428571428571,0.638709677419355,0.7,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"1987",0.84,0.82,0.714285714285714,0.774193548387097,0.5,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667
"4903",0.21,0.77,0.857142857142857,0.693548387096774,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"1808",0.11,0.94,1,0.903225806451613,0.5,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"2995",0.64,0.96,0.571428571428571,0.490322580645161,0.5,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"7221",0.8,0.94,0.428571428571429,0.483870967741935,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"519",0.44,0.54,0.285714285714286,0.487096774193548,0.3,0,"1",0,0,0,0,1,0,0,0,0,0,0,0.333333333333333
"3301",0.73,0.68,0.714285714285714,0.612903225806452,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"6",0.41,0.5,0.285714285714286,0.493548387096774,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"7591",0.68,0.64,0.285714285714286,0.538709677419355,0.2,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"2619",0.6,0.85,0.428571428571429,0.554838709677419,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"7693",0.36,0.77,0.571428571428571,0.812903225806452,0.2,0,"0",0,0,0,0,1,0,0,0,0,0,0,0.666666666666667
"5035",0.47,0.51,0.857142857142857,0.612903225806452,0.5,0,"0",1,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"7880",0.51,0.67,0.571428571428571,0.429032258064516,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"8042",0.36,0.8,0.714285714285714,0.6,0.4,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667
"9783",0.51,0.79,0.428571428571429,0.441935483870968,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"14814",0.1,0.84,1,0.806451612903226,0.4,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"11400",0.51,0.97,0.571428571428571,0.832258064516129,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"4378",0.75,0.53,0.428571428571429,0.716129032258065,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"8482",0.97,0.57,0.428571428571429,0.464516129032258,0.3,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333
"9713",0.87,0.71,0.857142857142857,0.72258064516129,0.6,0,"0",0,0,0,0,0,0,0,0,1,0,0,1
"8278",0.91,0.93,0.428571428571429,0.767741935483871,0.2,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"13553",0.77,0.91,0.571428571428571,0.770967741935484,0.3,1,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"6280",0.23,0.97,0.571428571428571,0.645161290322581,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"3988",0.57,0.81,0.428571428571429,0.464516129032258,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"13727",0.93,0.87,0.571428571428571,0.448387096774194,0.8,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"10347",0.93,0.61,0.571428571428571,0.661290322580645,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"3526",0.67,0.84,0.857142857142857,0.806451612903226,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"11010",0.81,0.55,0.571428571428571,0.7,0.8,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667
"1990",0.66,0.91,0.714285714285714,0.8,0.4,0,"1",0,0,0,0,1,0,0,0,0,0,0,0.333333333333333
"14598",0.1,0.93,0.857142857142857,0.961290322580645,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"8471",0.71,0.8,0.714285714285714,0.619354838709677,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"1930",0.45,0.46,0.285714285714286,0.480645161290323,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"6842",0.9,0.48,0.428571428571429,0.687096774193548,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"5090",0.84,0.95,0.571428571428571,0.670967741935484,0.3,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"12962",0.41,0.63,0.285714285714286,0.467741935483871,0.2,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"13212",0.49,0.6,0.285714285714286,0.364516129032258,0.5,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"2161",0.46,0.69,0.285714285714286,0.512903225806452,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"1425",0.45,0.48,0.285714285714286,0.480645161290323,0.3,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"2237",0.39,0.36,0.428571428571429,0.541935483870968,0.3,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"4484",0.73,0.74,0.714285714285714,0.741935483870968,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"14109",0.73,0.97,0.428571428571429,0.561290322580645,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"5619",0.5,0.66,0.571428571428571,0.483870967741935,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"14572",0.1,0.87,0.857142857142857,0.935483870967742,0.4,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"13561",0.95,0.9,0.571428571428571,0.712903225806452,1,1,"0",0,0,0,0,1,0,0,0,0,0,0,1
"9530",0.51,0.88,0.714285714285714,0.725806451612903,0.2,1,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"11977",0.9,0.82,0.428571428571429,0.429032258064516,0.8,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"2292",0.96,0.99,0.428571428571429,0.47741935483871,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"6138",0.92,0.5,0.714285714285714,0.832258064516129,0.3,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667
"9222",0.92,0.82,0.571428571428571,0.309677419354839,0.4,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"7200",0.66,0.74,0.571428571428571,0.870967741935484,0.2,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"2071",0.86,0.99,0.428571428571429,0.545161290322581,0.2,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"1836",0.54,0.83,0.857142857142857,0.532258064516129,0.6,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"8469",0.66,0.64,0.714285714285714,0.670967741935484,0.4,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"12260",0.11,0.84,0.857142857142857,0.925806451612903,0.4,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667
"3380",0.82,0.54,0.571428571428571,0.616129032258064,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"1766",0.9,1,0.571428571428571,0.738709677419355,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"12085",0.11,0.77,0.857142857142857,0.938709677419355,0.4,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333
"9073",0.63,0.81,0.571428571428571,0.696774193548387,0.4,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667
"3181",0.77,0.62,0.428571428571429,0.703225806451613,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"1398",0.43,0.53,0.285714285714286,0.470967741935484,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"11614",0.56,0.85,0.428571428571429,0.854838709677419,1,1,"0",0,0,0,0,1,0,0,0,0,0,0,0.333333333333333
"4162",0.9,0.74,0.428571428571429,0.838709677419355,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,1
"3426",0.89,0.54,0.428571428571429,0.690322580645161,0.2,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667
"1467",0.1,0.83,0.857142857142857,0.851612903225806,0.4,1,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"10735",0.67,0.49,0.428571428571429,0.596774193548387,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"1803",0.11,0.88,0.857142857142857,0.816129032258065,0.4,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"14437",0.9,0.97,0.571428571428571,0.832258064516129,0.5,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"13770",0.72,0.92,0.428571428571429,0.780645161290323,0.8,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"5525",0.64,0.38,0.714285714285714,0.551612903225806,0.6,1,"0",1,1,0,0,0,0,0,0,0,0,0,1
"9319",0.82,0.51,0.714285714285714,0.748387096774194,0.3,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"12566",0.79,0.58,0.428571428571429,0.948387096774194,0.4,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"13011",0.78,0.59,0.714285714285714,0.761290322580645,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,1
"2380",0.97,0.97,0.714285714285714,0.619354838709677,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"8712",0.62,0.82,0.714285714285714,0.487096774193548,0.5,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"1670",0.67,0.54,0.428571428571429,0.535483870967742,0.5,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"10509",0.51,0.98,0.571428571428571,0.790322580645161,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"10923",0.18,0.81,0.571428571428571,0.474193548387097,0.4,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333
"447",0.44,0.46,0.285714285714286,0.461290322580645,0.3,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"2494",0.4,0.99,0.571428571428571,0.690322580645161,0.6,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"8879",0.66,0.77,0.714285714285714,0.761290322580645,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,1
"1691",0.45,0.68,0.571428571428571,0.683870967741935,0.4,1,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"9313",0.59,0.75,0.571428571428571,0.858064516129032,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667
"6791",0.83,0.71,0.571428571428571,0.632258064516129,0.2,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"9397",0.47,0.39,0.857142857142857,0.693548387096774,0.5,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"10520",0.65,0.74,0.571428571428571,0.735483870967742,0.2,1,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"6790",0.63,0.81,0.571428571428571,0.854838709677419,0.2,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"8727",0.84,0.73,0.714285714285714,0.790322580645161,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"4992",0.79,0.82,0.428571428571429,0.316129032258064,0.3,1,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"610",0.1,0.85,1,0.9,0.4,0,"1",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"11153",0.99,0.8,0.428571428571429,0.674193548387097,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"5591",0.83,0.75,0.857142857142857,0.693548387096774,0.5,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"14213",0.8,0.86,0.714285714285714,0.845161290322581,0.6,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"11524",0.45,0.42,0.571428571428571,0.503225806451613,0.7,0,"0",0,0,0,0,0,0,1,0,0,0,0,1
"3025",0.41,0.96,0.857142857142857,0.551612903225806,0.5,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"985",0.75,0.86,0.714285714285714,0.838709677419355,0.5,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"5624",0.93,0.77,0.428571428571429,0.651612903225806,0.5,0,"0",0,0,0,0,0,0,0,0,0,1,0,1
"11765",0.79,0.65,0.428571428571429,0.758064516129032,1,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"778",0.11,0.93,0.857142857142857,0.948387096774194,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"8186",0.53,0.49,0.428571428571429,0.509677419354839,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"8043",0.82,0.59,0.428571428571429,0.5,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667
"290",0.36,0.48,0.285714285714286,0.441935483870968,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"2139",0.67,0.5,0.571428571428571,0.506451612903226,0.2,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667
"2248",0.78,0.8,0.571428571428571,0.625806451612903,0.2,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
