"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","Department.accounting","Department.hr","Department.IT","Department.management","Department.marketing","Department.product_mng","Department.RandD","Department.sales","Department.support","Department.technical","salary","Predictions"
"12593",0.1,0.8,0.857142857142857,0.851612903225806,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"12594",0.37,0.54,0.285714285714286,0.425806451612903,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"1"
"12596",0.09,0.87,0.714285714285714,0.848387096774194,0.4,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333,"1"
"12601",0.77,0.98,0.714285714285714,0.835483870967742,0.6,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"1"
"12602",0.84,0.94,0.714285714285714,0.716129032258065,0.6,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"1"
"12603",0.1,0.84,1,0.806451612903226,0.4,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"1"
"12613",0.37,0.47,0.285714285714286,0.445161290322581,0.3,1,"1",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667,"1"
"12618",0.83,0.95,0.571428571428571,0.809677419354839,0.5,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667,"1"
"12620",0.43,0.51,0.285714285714286,0.454838709677419,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"12622",0.1,0.86,0.857142857142857,0.796774193548387,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"12624",0.36,0.52,0.285714285714286,0.470967741935484,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"12631",0.1,0.9,1,0.92258064516129,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"12634",0.38,0.56,0.285714285714286,0.496774193548387,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"12635",0.82,0.92,0.714285714285714,0.725806451612903,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"12637",0.44,0.53,0.285714285714286,0.451612903225806,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"12639",0.84,0.83,0.571428571428571,0.732258064516129,0.5,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333,"1"
"12642",0.74,0.97,0.571428571428571,0.735483870967742,0.5,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333,"1"
"12646",0.4,0.54,0.285714285714286,0.454838709677419,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"1"
"12647",0.51,0.83,0.714285714285714,0.803225806451613,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"1"
"12648",0.46,0.5,0.285714285714286,0.487096774193548,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"1"
"12666",0.75,0.85,0.714285714285714,0.861290322580645,0.5,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"1"
"12671",0.11,0.95,0.857142857142857,0.790322580645161,0.4,0,"1",0,0,0,0,1,0,0,0,0,0,0,0.333333333333333,"1"
"12674",0.37,0.46,0.285714285714286,0.480645161290323,0.3,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333,"1"
"12679",0.43,0.47,0.285714285714286,0.509677419354839,0.3,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"1"
"12685",0.42,1,0.428571428571429,0.651612903225806,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"12686",0.79,0.84,0.571428571428571,0.774193548387097,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"12688",0.09,0.92,1,0.819354838709677,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"12689",0.09,0.82,0.857142857142857,0.829032258064516,0.4,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667,"1"
"12696",0.35,0.99,0.428571428571429,0.761290322580645,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"12697",0.1,0.81,1,0.938709677419355,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,1,"1"
"12700",0.38,0.45,0.285714285714286,0.503225806451613,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"12701",0.46,0.54,0.285714285714286,0.461290322580645,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"12706",0.45,0.54,0.285714285714286,0.490322580645161,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"12710",0.42,0.48,0.285714285714286,0.451612903225806,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"12711",0.64,0.9,0.857142857142857,0.812903225806452,0.2,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"12712",0.4,0.55,0.285714285714286,0.512903225806452,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"12714",0.73,0.92,0.714285714285714,0.748387096774194,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"12717",0.43,0.47,0.285714285714286,0.42258064516129,0.3,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333,"1"
"12727",0.45,0.46,0.285714285714286,0.493548387096774,0.3,1,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"1"
"12729",0.43,0.49,0.285714285714286,0.516129032258065,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"1"
"12734",0.38,0.45,0.285714285714286,0.416129032258065,0.3,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"1"
"12735",0.11,0.92,1,0.82258064516129,0.4,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"1"
"12736",0.83,0.99,0.714285714285714,0.832258064516129,0.5,0,"1",0,0,0,0,0,0,0,0,0,1,0,1,"1"
"12739",0.11,0.87,0.857142857142857,0.829032258064516,0.4,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"1"
"12742",0.5,0.54,0.714285714285714,0.493548387096774,0.4,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"12752",0.46,0.45,0.285714285714286,0.445161290322581,0.3,0,"1",1,0,0,1,0,0,0,0,0,0,0,0.333333333333333,"1"
"12753",0.37,0.57,0.285714285714286,0.416129032258065,0.3,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"1"
"12764",0.39,0.46,0.285714285714286,0.512903225806452,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"12770",0.42,0.46,0.285714285714286,0.454838709677419,0.3,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667,"1"
"12774",0.42,0.54,0.285714285714286,0.512903225806452,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"12776",0.39,0.57,0.285714285714286,0.509677419354839,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"12778",0.11,0.93,0.857142857142857,0.948387096774194,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"12780",0.11,0.9,1,0.796774193548387,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"1"
"12781",0.44,0.65,0.428571428571429,0.874193548387097,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"12782",0.91,0.96,0.571428571428571,0.748387096774194,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"1"
"12784",0.66,0.66,0.428571428571429,0.725806451612903,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"12785",0.2,0.69,0.857142857142857,0.761290322580645,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"12793",0.75,0.94,0.714285714285714,0.7,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"12798",0.9,0.93,0.571428571428571,0.848387096774194,0.3,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"12803",0.98,0.79,0.714285714285714,0.829032258064516,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"12804",0.59,0.72,0.571428571428571,0.541935483870968,0.4,0,"0",0,0,0,0,1,0,0,0,0,0,0,0.666666666666667,"0"
"12807",0.55,0.93,0.714285714285714,0.632258064516129,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667,"0"
"12808",0.2,0.97,0.571428571428571,0.764516129032258,0.5,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667,"0"
"12814",0.59,0.74,0.428571428571429,0.774193548387097,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333,"0"
"12817",0.61,0.75,0.428571428571429,0.451612903225806,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"0"
"12823",0.52,0.97,0.571428571428571,0.548387096774194,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"12824",0.6,0.6,0.428571428571429,0.780645161290323,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"12826",0.89,0.92,0.428571428571429,0.629032258064516,0.2,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667,"0"
"12827",0.54,0.93,0.571428571428571,0.593548387096774,0.2,1,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667,"0"
"12828",0.99,0.55,0.428571428571429,0.548387096774194,0.3,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667,"0"
"12833",0.41,0.68,0.428571428571429,0.616129032258064,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"12834",0.6,0.49,0.428571428571429,0.770967741935484,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"12835",0.95,0.54,0.571428571428571,0.758064516129032,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"12840",0.65,0.75,0.428571428571429,0.690322580645161,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"12843",0.6,0.62,0.714285714285714,0.532258064516129,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"12850",0.74,0.87,0.714285714285714,0.851612903225806,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,1,"0"
"12851",0.75,0.83,0.571428571428571,0.429032258064516,0.4,0,"0",0,0,1,0,0,0,0,0,0,0,0,1,"0"
"12854",0.76,0.7,0.428571428571429,0.438709677419355,0.2,0,"0",0,0,1,0,0,0,0,0,0,0,0,1,"0"
"12855",0.91,0.78,0.428571428571429,0.867741935483871,0.3,1,"0",0,0,0,0,0,0,0,0,0,0,1,1,"0"
"12860",0.99,0.81,0.428571428571429,0.590322580645161,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"12862",0.59,0.69,0.428571428571429,0.52258064516129,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"12863",0.13,0.76,0.714285714285714,0.706451612903226,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"12869",0.81,0.86,0.571428571428571,0.687096774193548,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"12874",0.8,0.66,0.571428571428571,0.719354838709677,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"12877",0.93,0.56,0.714285714285714,0.451612903225806,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"12878",0.88,0.99,0.714285714285714,0.816129032258065,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"12883",0.37,0.51,0.285714285714286,0.493548387096774,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,1,"1"
"12885",0.63,0.72,0.857142857142857,0.525806451612903,0.4,0,"0",0,0,0,1,0,0,0,0,0,0,0,1,"0"
"12886",0.72,0.79,0.428571428571429,0.712903225806452,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,1,"0"
"12895",0.73,0.48,0.571428571428571,0.448387096774194,0.2,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"0"
"12897",0.73,0.62,0.571428571428571,0.796774193548387,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"12899",0.94,0.8,0.571428571428571,0.858064516129032,0.3,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"12905",0.73,0.97,0.571428571428571,0.525806451612903,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"12917",1,0.86,0.571428571428571,0.790322580645161,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"12919",0.96,0.55,0.428571428571429,0.725806451612903,0.4,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"12926",0.14,0.66,0.714285714285714,0.906451612903226,0.4,1,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"12934",0.62,0.69,0.571428571428571,0.593548387096774,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"12936",0.82,0.62,0.428571428571429,0.490322580645161,0.6,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"12942",0.74,0.83,0.571428571428571,0.67741935483871,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"12945",0.61,0.9,0.428571428571429,0.72258064516129,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"12947",0.86,0.64,0.428571428571429,0.790322580645161,0.4,0,"0",0,0,0,0,0,0,0,0,0,1,0,1,"0"
"12949",0.7,0.95,0.571428571428571,0.745161290322581,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"12954",0.55,0.87,0.428571428571429,0.648387096774194,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"12959",0.93,0.86,0.571428571428571,0.619354838709677,0.4,0,"0",0,0,0,1,0,0,0,0,0,0,0,1,"0"
"12961",0.96,0.7,0.428571428571429,0.667741935483871,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,1,"0"
"12966",0.7,0.73,0.571428571428571,0.587096774193548,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667,"0"
"12967",0.29,0.91,0.571428571428571,0.590322580645161,0.4,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"0"
"12968",0.31,0.51,0.285714285714286,0.470967741935484,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"0"
"12971",0.58,0.77,0.571428571428571,0.451612903225806,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"0"
"12976",0.94,0.52,0.571428571428571,0.7,0.6,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"12977",0.49,0.59,0.571428571428571,0.441935483870968,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,1,"0"
"12986",0.76,0.64,0.571428571428571,0.754838709677419,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,1,"0"
"12987",0.24,0.62,0.714285714285714,0.641935483870968,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"12989",0.69,0.63,0.714285714285714,0.451612903225806,0.4,0,"0",1,0,0,0,0,0,0,0,1,0,0,1,"0"
"12992",0.87,0.94,0.571428571428571,0.609677419354839,0.3,0,"0",1,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"12994",0.75,0.77,0.714285714285714,0.641935483870968,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"12997",0.94,0.86,0.428571428571429,0.712903225806452,0.3,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"13000",0.6,0.73,0.714285714285714,0.77741935483871,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,1,"0"
"13003",0.8,0.77,0.571428571428571,0.625806451612903,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"13009",0.73,0.86,0.428571428571429,0.645161290322581,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"13017",0.44,0.37,0.285714285714286,0.706451612903226,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"13021",0.51,0.74,0.857142857142857,0.316129032258064,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"13025",0.76,0.88,0.714285714285714,0.854838709677419,0.4,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"13028",0.78,0.54,0.428571428571429,0.519354838709677,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"13032",0.48,0.58,0.428571428571429,0.625806451612903,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"13035",0.7,0.87,0.428571428571429,0.535483870967742,0.2,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667,"0"
"13036",0.77,0.5,0.428571428571429,0.454838709677419,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667,"0"
"13041",0.53,0.51,0.428571428571429,0.883870967741936,0.2,1,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667,"0"
"13050",0.73,0.98,0.714285714285714,0.87741935483871,0.2,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"0"
"13051",0.9,0.67,0.285714285714286,0.738709677419355,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"13055",0.95,0.62,0.571428571428571,0.483870967741935,0.2,0,"0",0,0,0,0,1,0,0,0,0,0,0,0.333333333333333,"0"
"13058",0.48,0.51,0.428571428571429,0.438709677419355,0.3,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"0"
"13060",0.83,0.86,0.571428571428571,0.316129032258064,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"13065",0.58,0.38,0.571428571428571,0.654838709677419,0.5,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"13070",0.53,0.77,0.571428571428571,0.835483870967742,0.2,1,"0",1,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"13072",0.76,0.94,0.428571428571429,0.609677419354839,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"13075",0.5,0.77,0.571428571428571,0.580645161290323,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"13081",0.87,0.71,0.571428571428571,0.506451612903226,0.2,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"13083",0.58,0.48,0.428571428571429,0.435483870967742,0.3,1,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"13084",0.2,0.42,0.571428571428571,0.825806451612903,0.5,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333,"0"
"13086",0.91,0.94,0.714285714285714,0.512903225806452,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"13087",0.66,0.91,0.428571428571429,0.616129032258064,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"13088",0.53,0.81,0.428571428571429,0.887096774193548,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"13090",1,0.88,0.857142857142857,0.648387096774194,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"13092",0.65,0.67,0.428571428571429,0.774193548387097,0.2,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"13095",0.48,0.86,0.714285714285714,0.638709677419355,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"13102",0.55,0.54,0.428571428571429,0.751612903225806,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"13103",0.8,0.55,0.571428571428571,0.574193548387097,0.2,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"13109",0.82,0.93,0.428571428571429,0.796774193548387,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"13110",0.88,0.85,0.428571428571429,0.709677419354839,0.3,0,"0",0,0,0,0,1,0,0,0,0,0,0,0.666666666666667,"0"
"13113",0.66,0.91,0.571428571428571,0.754838709677419,0.2,1,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667,"0"
"13117",0.73,0.93,0.428571428571429,0.661290322580645,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,1,"0"
"13118",1,0.73,0.714285714285714,0.609677419354839,0.3,1,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"0"
"13119",0.18,0.9,0.571428571428571,0.909677419354839,0.4,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667,"0"
"13124",0.52,0.57,0.428571428571429,0.870967741935484,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"0"
"13125",0.95,0.96,0.428571428571429,0.709677419354839,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"0"
"13130",0.64,0.9,0.714285714285714,0.858064516129032,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"13134",0.18,0.81,0.571428571428571,0.474193548387097,0.4,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"0"
"13138",0.77,0.85,0.571428571428571,0.609677419354839,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"13140",0.98,0.58,0.428571428571429,0.590322580645161,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"13146",0.75,0.63,0.571428571428571,0.674193548387097,0.3,0,"0",1,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"13147",0.8,0.94,0.571428571428571,0.874193548387097,0.4,0,"0",1,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"13149",0.92,0.6,0.714285714285714,0.761290322580645,0.3,1,"0",1,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"13152",0.95,0.84,0.428571428571429,0.870967741935484,0.3,1,"0",1,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"13156",0.62,0.51,0.571428571428571,0.62258064516129,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,1,"0"
"13160",0.76,0.79,0.714285714285714,0.603225806451613,0.4,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"13163",0.92,0.66,0.571428571428571,0.364516129032258,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"13164",0.19,0.94,0.571428571428571,0.632258064516129,0.5,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"13166",0.16,0.94,0.571428571428571,0.841935483870968,0.6,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"13168",0.69,0.53,0.428571428571429,0.493548387096774,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"13169",0.82,0.53,0.428571428571429,0.474193548387097,0.3,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"13172",0.83,0.49,0.571428571428571,0.703225806451613,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"13177",0.66,0.89,0.571428571428571,0.545161290322581,0.4,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"13182",0.48,0.61,0.428571428571429,0.809677419354839,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"13183",0.8,0.8,0.571428571428571,0.848387096774194,0.4,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"13188",0.69,0.52,0.428571428571429,0.6,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667,"0"
"13190",0.81,0.55,0.428571428571429,0.641935483870968,0.2,1,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667,"0"
"13193",0.75,0.78,0.285714285714286,0.835483870967742,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"0"
"13196",0.99,0.99,0.571428571428571,0.525806451612903,0.4,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667,"0"
"13198",0.89,0.71,0.571428571428571,0.612903225806452,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"0"
"13200",0.32,0.86,0.571428571428571,0.858064516129032,0.4,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"0"
"13202",0.78,0.55,0.428571428571429,0.461290322580645,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"0"
"13206",0.61,0.86,0.428571428571429,0.770967741935484,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333,"0"
"13209",0.51,0.58,0.571428571428571,0.451612903225806,0.2,1,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"0"
"13210",0.82,0.59,0.714285714285714,0.548387096774194,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"0"
"13213",0.7,0.59,0.428571428571429,0.445161290322581,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"0"
"13218",0.8,0.81,0.714285714285714,0.8,0.2,1,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"0"
"13220",0.92,0.99,0.428571428571429,0.567741935483871,0.8,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"13223",0.21,0.7,0.428571428571429,0.767741935483871,0.8,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"13226",0.52,0.89,0.428571428571429,0.606451612903226,0.6,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667,"0"
"13230",0.32,0.86,0.571428571428571,0.690322580645161,0.5,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"13231",0.78,0.96,0.285714285714286,0.919354838709677,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,1,"0"
"13235",0.79,0.82,0.571428571428571,0.709677419354839,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"13236",0.66,0.58,0.571428571428571,0.787096774193548,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"13237",0.67,0.68,0.571428571428571,0.551612903225806,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"13238",0.86,0.82,0.571428571428571,0.883870967741936,0.2,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"13239",0.57,0.72,0.571428571428571,0.690322580645161,0.2,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
